ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2013-01-10 11:57:22 534m





Relative time,HS3(27295).Ch2
s,V
-2.095,0.08392334
-2.094,0.081970215
-2.093,0.084899902
-2.092,0.079040527
-2.091,0.079040527
-2.09,0.081970215
-2.089,0.077087402
-2.088,0.08392334
-2.087,0.075134277
-2.086,0.070251465
-2.085,0.069274902
-2.084,0.06829834
-2.083,0.065368652
-2.082,0.061462402
-2.081,0.053649902
-2.08,0.051696777
-2.079,0.047790527
-2.078,0.045837402
-2.077,0.039001465
-2.076,0.036071777
-2.075,0.028259277
-2.074,0.023376465
-2.073,0.02142334
-2.072,0.014587402
-2.071,0.0067749023
-2.07,0.0018920898
-2.069,-0.0029907227
-2.068,-0.0088500977
-2.067,-0.012756348
-2.066,-0.020568848
-2.065,-0.02545166
-2.064,-0.030334473
-2.063,-0.03326416
-2.062,-0.039123535
-2.061,-0.044006348
-2.06,-0.04888916
-2.059,-0.049865723
-2.058,-0.055725098
-2.057,-0.06060791
-2.056,-0.063537598
-2.055,-0.065490723
-2.054,-0.067443848
-2.053,-0.07232666
-2.052,-0.070373535
-2.051,-0.075256348
-2.05,-0.075256348
-2.049,-0.075256348
-2.048,-0.074279785
-2.047,-0.075256348
-2.046,-0.078186035
-2.045,-0.07623291
-2.044,-0.074279785
-2.043,-0.07623291
-2.042,-0.07232666
-2.041,-0.070373535
-2.04,-0.066467285
-2.039,-0.062561035
-2.038,-0.062561035
-2.037,-0.059631348
-2.036,-0.055725098
-2.035,-0.050842285
-2.034,-0.047912598
-2.033,-0.043029785
-2.032,-0.035217285
-2.031,-0.032287598
-2.03,-0.028381348
-2.029,-0.022521973
-2.028,-0.01763916
-2.027,-0.012756348
-2.026,-0.0029907227
-2.025,-0.0020141602
-2.024,0.0048217773
-2.023,0.0097045898
-2.022,0.014587402
-2.021,0.016540527
-2.02,0.024353027
-2.019,0.02923584
-2.018,0.035095215
-2.017,0.039978027
-2.016,0.04486084
-2.015,0.04876709
-2.014,0.053649902
-2.013,0.057556152
-2.012,0.059509277
-2.011,0.069274902
-2.01,0.069274902
-2.009,0.073181152
-2.008,0.074157715
-2.007,0.077087402
-2.006,0.078063965
-2.005,0.080993652
-2.004,0.08001709
-2.003,0.08001709
-2.002,0.081970215
-2.001,0.08392334
-2,0.08392334
-1.999,0.084899902
-1.998,0.080993652
-1.997,0.078063965
-1.996,0.077087402
-1.995,0.075134277
-1.994,0.075134277
-1.993,0.070251465
-1.992,0.06829834
-1.991,0.06439209
-1.99,0.059509277
-1.989,0.057556152
-1.988,0.05657959
-1.987,0.054626465
-1.986,0.04876709
-1.985,0.046813965
-1.984,0.039978027
-1.983,0.039001465
-1.982,0.036071777
-1.981,0.02923584
-1.98,0.024353027
-1.979,0.022399902
-1.978,0.010681152
-1.977,0.0087280273
-1.976,0.0018920898
-1.975,-0.0049438477
-1.974,-0.010803223
-1.973,-0.01373291
-1.972,-0.019592285
-1.971,-0.026428223
-1.97,-0.028381348
-1.969,-0.03717041
-1.968,-0.036193848
-1.967,-0.03717041
-1.966,-0.043029785
-1.965,-0.04107666
-1.964,-0.042053223
-1.963,-0.04107666
-1.962,-0.038146973
-1.961,-0.038146973
-1.96,-0.042053223
-1.959,-0.046936035
-1.958,-0.055725098
-1.957,-0.058654785
-1.956,-0.057678223
-1.955,-0.058654785
-1.954,-0.057678223
-1.953,-0.057678223
-1.952,-0.06451416
-1.951,-0.063537598
-1.95,-0.063537598
-1.949,-0.061584473
-1.948,-0.062561035
-1.947,-0.06451416
-1.946,-0.061584473
-1.945,-0.05670166
-1.944,-0.05670166
-1.943,-0.04888916
-1.942,-0.044006348
-1.941,-0.04107666
-1.94,-0.044006348
-1.939,-0.042053223
-1.938,-0.040100098
-1.937,-0.039123535
-1.936,-0.03326416
-1.935,-0.035217285
-1.934,-0.030334473
-1.933,-0.030334473
-1.932,-0.030334473
-1.931,-0.027404785
-1.93,-0.023498535
-1.929,-0.020568848
-1.928,-0.016662598
-1.927,-0.020568848
-1.926,-0.019592285
-1.925,-0.016662598
-1.924,-0.015686035
-1.923,-0.014709473
-1.922,-0.0098266602
-1.921,-0.0088500977
-1.92,-0.0010375977
-1.919,0.0048217773
-1.918,0.014587402
-1.917,0.023376465
-1.916,0.02532959
-1.915,0.03314209
-1.914,0.036071777
-1.913,0.04095459
-1.912,0.049743652
-1.911,0.057556152
-1.91,0.058532715
-1.909,0.065368652
-1.908,0.06829834
-1.907,0.074157715
-1.906,0.08001709
-1.905,0.080993652
-1.904,0.084899902
-1.903,0.084899902
-1.902,0.082946777
-1.901,0.085876465
-1.9,0.086853027
-1.899,0.084899902
-1.898,0.082946777
-1.897,0.077087402
-1.896,0.074157715
-1.895,0.070251465
-1.894,0.069274902
-1.893,0.075134277
-1.892,0.071228027
-1.891,0.069274902
-1.89,0.069274902
-1.889,0.06829834
-1.888,0.06439209
-1.887,0.063415527
-1.886,0.059509277
-1.885,0.054626465
-1.884,0.043884277
-1.883,0.041931152
-1.882,0.04095459
-1.881,0.041931152
-1.88,0.035095215
-1.879,0.031188965
-1.878,0.02923584
-1.877,0.022399902
-1.876,0.02532959
-1.875,0.01751709
-1.874,0.01361084
-1.873,0.0077514648
-1.872,0.0048217773
-1.871,-0.0039672852
-1.87,-0.0059204102
-1.869,-0.0059204102
-1.868,-0.010803223
-1.867,-0.01763916
-1.866,-0.02545166
-1.865,-0.02545166
-1.864,-0.02935791
-1.863,-0.031311035
-1.862,-0.035217285
-1.861,-0.040100098
-1.86,-0.045959473
-1.859,-0.045959473
-1.858,-0.046936035
-1.857,-0.046936035
-1.856,-0.049865723
-1.855,-0.05279541
-1.854,-0.057678223
-1.853,-0.057678223
-1.852,-0.057678223
-1.851,-0.06060791
-1.85,-0.062561035
-1.849,-0.065490723
-1.848,-0.06842041
-1.847,-0.067443848
-1.846,-0.069396973
-1.845,-0.065490723
-1.844,-0.06451416
-1.843,-0.065490723
-1.842,-0.06842041
-1.841,-0.06451416
-1.84,-0.06451416
-1.839,-0.059631348
-1.838,-0.05670166
-1.837,-0.057678223
-1.836,-0.053771973
-1.835,-0.049865723
-1.834,-0.045959473
-1.833,-0.039123535
-1.832,-0.035217285
-1.831,-0.032287598
-1.83,-0.02935791
-1.829,-0.024475098
-1.828,-0.019592285
-1.827,-0.015686035
-1.826,-0.0098266602
-1.825,-0.0059204102
-1.824,-0.0010375977
-1.823,0.0077514648
-1.822,0.011657715
-1.821,0.01361084
-1.82,0.023376465
-1.819,0.026306152
-1.818,0.032165527
-1.817,0.034118652
-1.816,0.039001465
-1.815,0.042907715
-1.814,0.05267334
-1.813,0.055603027
-1.812,0.061462402
-1.811,0.062438965
-1.81,0.06829834
-1.809,0.073181152
-1.808,0.077087402
-1.807,0.077087402
-1.806,0.080993652
-1.805,0.084899902
-1.804,0.085876465
-1.803,0.08782959
-1.802,0.09173584
-1.801,0.089782715
-1.8,0.09173584
-1.799,0.088806152
-1.798,0.089782715
-1.797,0.090759277
-1.796,0.090759277
-1.795,0.08782959
-1.794,0.088806152
-1.793,0.084899902
-1.792,0.082946777
-1.791,0.082946777
-1.79,0.084899902
-1.789,0.080993652
-1.788,0.078063965
-1.787,0.073181152
-1.786,0.069274902
-1.785,0.06829834
-1.784,0.061462402
-1.783,0.057556152
-1.782,0.054626465
-1.781,0.047790527
-1.78,0.043884277
-1.779,0.038024902
-1.778,0.034118652
-1.777,0.02923584
-1.776,0.019470215
-1.775,0.014587402
-1.774,0.0087280273
-1.773,0.0018920898
-1.772,0.00091552734
-1.771,-0.0098266602
-1.77,-0.014709473
-1.769,-0.02154541
-1.768,-0.026428223
-1.767,-0.035217285
-1.766,-0.039123535
-1.765,-0.045959473
-1.764,-0.05279541
-1.763,-0.05670166
-1.762,-0.065490723
-1.761,-0.066467285
-1.76,-0.069396973
-1.759,-0.073303223
-1.758,-0.077209473
-1.757,-0.08404541
-1.756,-0.085998535
-1.755,-0.08795166
-1.754,-0.089904785
-1.753,-0.090881348
-1.752,-0.096740723
-1.751,-0.09576416
-1.75,-0.094787598
-1.749,-0.097717285
-1.748,-0.092834473
-1.747,-0.097717285
-1.746,-0.089904785
-1.745,-0.092834473
-1.744,-0.090881348
-1.743,-0.086975098
-1.742,-0.085998535
-1.741,-0.081115723
-1.74,-0.077209473
-1.739,-0.078186035
-1.738,-0.07232666
-1.737,-0.06842041
-1.736,-0.063537598
-1.735,-0.05670166
-1.734,-0.04888916
-1.733,-0.044006348
-1.732,-0.042053223
-1.731,-0.034240723
-1.73,-0.026428223
-1.729,-0.022521973
-1.728,-0.012756348
-1.727,-0.010803223
-1.726,0.00091552734
-1.725,0.0028686523
-1.724,0.011657715
-1.723,0.014587402
-1.722,0.023376465
-1.721,0.02923584
-1.72,0.030212402
-1.719,0.03704834
-1.718,0.047790527
-1.717,0.050720215
-1.716,0.057556152
-1.715,0.061462402
-1.714,0.06829834
-1.713,0.071228027
-1.712,0.074157715
-1.711,0.08001709
-1.71,0.08392334
-1.709,0.086853027
-1.708,0.09173584
-1.707,0.090759277
-1.706,0.094665527
-1.705,0.097595215
-1.704,0.096618652
-1.703,0.097595215
-1.702,0.10150146
-1.701,0.10247803
-1.7,0.09954834
-1.699,0.10150146
-1.698,0.10150146
-1.697,0.1005249
-1.696,0.098571777
-1.695,0.098571777
-1.694,0.09173584
-1.693,0.09173584
-1.692,0.085876465
-1.691,0.08392334
-1.69,0.08001709
-1.689,0.074157715
-1.688,0.069274902
-1.687,0.066345215
-1.686,0.06048584
-1.685,0.054626465
-1.684,0.049743652
-1.683,0.043884277
-1.682,0.030212402
-1.681,0.027282715
-1.68,0.020446777
-1.679,0.0097045898
-1.678,0.0067749023
-1.677,-6.1035156E-5
-1.676,-0.0049438477
-1.675,-0.014709473
-1.674,-0.014709473
-1.673,-0.022521973
-1.672,-0.03326416
-1.671,-0.035217285
-1.67,-0.040100098
-1.669,-0.045959473
-1.668,-0.051818848
-1.667,-0.05670166
-1.666,-0.062561035
-1.665,-0.066467285
-1.664,-0.070373535
-1.663,-0.077209473
-1.662,-0.079162598
-1.661,-0.082092285
-1.66,-0.085998535
-1.659,-0.090881348
-1.658,-0.08795166
-1.657,-0.09185791
-1.656,-0.093811035
-1.655,-0.092834473
-1.654,-0.09576416
-1.653,-0.093811035
-1.652,-0.090881348
-1.651,-0.092834473
-1.65,-0.094787598
-1.649,-0.09185791
-1.648,-0.089904785
-1.647,-0.085998535
-1.646,-0.083068848
-1.645,-0.08013916
-1.644,-0.078186035
-1.643,-0.075256348
-1.642,-0.066467285
-1.641,-0.062561035
-1.64,-0.059631348
-1.639,-0.05670166
-1.638,-0.053771973
-1.637,-0.043029785
-1.636,-0.03326416
-1.635,-0.031311035
-1.634,-0.027404785
-1.633,-0.01763916
-1.632,-0.012756348
-1.631,-0.0049438477
-1.63,0.0028686523
-1.629,0.0057983398
-1.628,0.014587402
-1.627,0.018493652
-1.626,0.023376465
-1.625,0.02923584
-1.624,0.039978027
-1.623,0.04486084
-1.622,0.04876709
-1.621,0.050720215
-1.62,0.059509277
-1.619,0.066345215
-1.618,0.06829834
-1.617,0.07220459
-1.616,0.07611084
-1.615,0.080993652
-1.614,0.084899902
-1.613,0.086853027
-1.612,0.086853027
-1.611,0.093688965
-1.61,0.093688965
-1.609,0.094665527
-1.608,0.096618652
-1.607,0.096618652
-1.606,0.09564209
-1.605,0.09564209
-1.604,0.096618652
-1.603,0.09564209
-1.602,0.093688965
-1.601,0.094665527
-1.6,0.089782715
-1.599,0.085876465
-1.598,0.08392334
-1.597,0.08001709
-1.596,0.077087402
-1.595,0.073181152
-1.594,0.069274902
-1.593,0.066345215
-1.592,0.057556152
-1.591,0.054626465
-1.59,0.046813965
-1.589,0.041931152
-1.588,0.038024902
-1.587,0.031188965
-1.586,0.023376465
-1.585,0.016540527
-1.584,0.011657715
-1.583,0.0028686523
-1.582,-0.0039672852
-1.581,-0.011779785
-1.58,-0.018615723
-1.579,-0.02545166
-1.578,-0.03326416
-1.577,-0.03717041
-1.576,-0.042053223
-1.575,-0.045959473
-1.574,-0.054748535
-1.573,-0.057678223
-1.572,-0.062561035
-1.571,-0.069396973
-1.57,-0.070373535
-1.569,-0.07623291
-1.568,-0.075256348
-1.567,-0.082092285
-1.566,-0.085998535
-1.565,-0.089904785
-1.564,-0.093811035
-1.563,-0.093811035
-1.562,-0.09185791
-1.561,-0.093811035
-1.56,-0.092834473
-1.559,-0.092834473
-1.558,-0.090881348
-1.557,-0.090881348
-1.556,-0.08795166
-1.555,-0.086975098
-1.554,-0.08404541
-1.553,-0.08013916
-1.552,-0.079162598
-1.551,-0.075256348
-1.55,-0.070373535
-1.549,-0.065490723
-1.548,-0.058654785
-1.547,-0.05279541
-1.546,-0.04888916
-1.545,-0.043029785
-1.544,-0.039123535
-1.543,-0.02935791
-1.542,-0.023498535
-1.541,-0.018615723
-1.54,-0.015686035
-1.539,-0.0049438477
-1.538,-6.1035156E-5
-1.537,0.0048217773
-1.536,0.011657715
-1.535,0.019470215
-1.534,0.027282715
-1.533,0.032165527
-1.532,0.039001465
-1.531,0.04486084
-1.53,0.046813965
-1.529,0.055603027
-1.528,0.059509277
-1.527,0.06439209
-1.526,0.06829834
-1.525,0.07220459
-1.524,0.079040527
-1.523,0.08001709
-1.522,0.084899902
-1.521,0.08782959
-1.52,0.08782959
-1.519,0.090759277
-1.518,0.094665527
-1.517,0.096618652
-1.516,0.097595215
-1.515,0.09564209
-1.514,0.098571777
-1.513,0.097595215
-1.512,0.09564209
-1.511,0.09564209
-1.51,0.09173584
-1.509,0.09173584
-1.508,0.088806152
-1.507,0.08392334
-1.506,0.081970215
-1.505,0.077087402
-1.504,0.07611084
-1.503,0.073181152
-1.502,0.066345215
-1.501,0.062438965
-1.5,0.05657959
-1.499,0.051696777
-1.498,0.045837402
-1.497,0.038024902
-1.496,0.036071777
-1.495,0.028259277
-1.494,0.024353027
-1.493,0.015563965
-1.492,0.010681152
-1.491,0.0077514648
-1.49,-6.1035156E-5
-1.489,-0.0078735352
-1.488,-0.011779785
-1.487,-0.019592285
-1.486,-0.02545166
-1.485,-0.031311035
-1.484,-0.03717041
-1.483,-0.04107666
-1.482,-0.04888916
-1.481,-0.051818848
-1.48,-0.055725098
-1.479,-0.061584473
-1.478,-0.069396973
-1.477,-0.069396973
-1.476,-0.075256348
-1.475,-0.078186035
-1.474,-0.083068848
-1.473,-0.082092285
-1.472,-0.086975098
-1.471,-0.085998535
-1.47,-0.088928223
-1.469,-0.08795166
-1.468,-0.090881348
-1.467,-0.088928223
-1.466,-0.09185791
-1.465,-0.090881348
-1.464,-0.088928223
-1.463,-0.088928223
-1.462,-0.085021973
-1.461,-0.08404541
-1.46,-0.08013916
-1.459,-0.07623291
-1.458,-0.078186035
-1.457,-0.07232666
-1.456,-0.066467285
-1.455,-0.06451416
-1.454,-0.063537598
-1.453,-0.058654785
-1.452,-0.051818848
-1.451,-0.04498291
-1.45,-0.04107666
-1.449,-0.031311035
-1.448,-0.028381348
-1.447,-0.027404785
-1.446,-0.014709473
-1.445,-0.0098266602
-1.444,-0.0029907227
-1.443,0.0018920898
-1.442,0.0057983398
-1.441,0.015563965
-1.44,0.019470215
-1.439,0.028259277
-1.438,0.035095215
-1.437,0.039001465
-1.436,0.04486084
-1.435,0.054626465
-1.434,0.061462402
-1.433,0.061462402
-1.432,0.06829834
-1.431,0.071228027
-1.43,0.077087402
-1.429,0.081970215
-1.428,0.08392334
-1.427,0.084899902
-1.426,0.088806152
-1.425,0.092712402
-1.424,0.09173584
-1.423,0.09173584
-1.422,0.09173584
-1.421,0.094665527
-1.42,0.094665527
-1.419,0.092712402
-1.418,0.093688965
-1.417,0.088806152
-1.416,0.086853027
-1.415,0.085876465
-1.414,0.08392334
-1.413,0.085876465
-1.412,0.08001709
-1.411,0.078063965
-1.41,0.07220459
-1.409,0.069274902
-1.408,0.062438965
-1.407,0.061462402
-1.406,0.05267334
-1.405,0.049743652
-1.404,0.043884277
-1.403,0.038024902
-1.402,0.032165527
-1.401,0.028259277
-1.4,0.019470215
-1.399,0.015563965
-1.398,0.0077514648
-1.397,0.0038452148
-1.396,-0.0029907227
-1.395,-0.0059204102
-1.394,-0.010803223
-1.393,-0.016662598
-1.392,-0.022521973
-1.391,-0.028381348
-1.39,-0.030334473
-1.389,-0.036193848
-1.388,-0.044006348
-1.387,-0.04498291
-1.386,-0.04888916
-1.385,-0.051818848
-1.384,-0.054748535
-1.383,-0.06060791
-1.382,-0.063537598
-1.381,-0.06842041
-1.38,-0.069396973
-1.379,-0.06842041
-1.378,-0.073303223
-1.377,-0.075256348
-1.376,-0.079162598
-1.375,-0.077209473
-1.374,-0.078186035
-1.373,-0.077209473
-1.372,-0.079162598
-1.371,-0.075256348
-1.37,-0.075256348
-1.369,-0.07623291
-1.368,-0.07232666
-1.367,-0.070373535
-1.366,-0.069396973
-1.365,-0.066467285
-1.364,-0.063537598
-1.363,-0.059631348
-1.362,-0.051818848
-1.361,-0.051818848
-1.36,-0.045959473
-1.359,-0.043029785
-1.358,-0.03717041
-1.357,-0.03326416
-1.356,-0.02935791
-1.355,-0.019592285
-1.354,-0.019592285
-1.353,-0.0098266602
-1.352,-0.0059204102
-1.351,-6.1035156E-5
-1.35,0.0087280273
-1.349,0.010681152
-1.348,0.020446777
-1.347,0.024353027
-1.346,0.028259277
-1.345,0.038024902
-1.344,0.04095459
-1.343,0.046813965
-1.342,0.049743652
-1.341,0.055603027
-1.34,0.058532715
-1.339,0.06048584
-1.338,0.065368652
-1.337,0.069274902
-1.336,0.06829834
-1.335,0.07611084
-1.334,0.074157715
-1.333,0.079040527
-1.332,0.081970215
-1.331,0.082946777
-1.33,0.081970215
-1.329,0.08392334
-1.328,0.086853027
-1.327,0.086853027
-1.326,0.085876465
-1.325,0.081970215
-1.324,0.084899902
-1.323,0.081970215
-1.322,0.078063965
-1.321,0.077087402
-1.32,0.075134277
-1.319,0.070251465
-1.318,0.06829834
-1.317,0.063415527
-1.316,0.062438965
-1.315,0.05657959
-1.314,0.051696777
-1.313,0.050720215
-1.312,0.042907715
-1.311,0.039978027
-1.31,0.035095215
-1.309,0.03314209
-1.308,0.027282715
-1.307,0.02142334
-1.306,0.015563965
-1.305,0.011657715
-1.304,0.0067749023
-1.303,0.0057983398
-1.302,-0.0010375977
