ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2013-01-10 11:58:22 700m





Relative time,HS3(27295).Ch2
s,V
-2.5,0.0018920898
-2.499,-6.1035156E-5
-2.498,0.00091552734
-2.497,-6.1035156E-5
-2.496,0.0018920898
-2.495,0.00091552734
-2.494,0.0018920898
-2.493,0.0028686523
-2.492,0.0048217773
-2.491,0.00091552734
-2.49,0.0038452148
-2.489,0.0028686523
-2.488,0.00091552734
-2.487,-6.1035156E-5
-2.486,0.0048217773
-2.485,0.0038452148
-2.484,0.0018920898
-2.483,-6.1035156E-5
-2.482,0.0018920898
-2.481,0.0048217773
-2.48,0.00091552734
-2.479,0.0028686523
-2.478,0.00091552734
-2.477,-6.1035156E-5
-2.476,0.0018920898
-2.475,0.0018920898
-2.474,0.00091552734
-2.473,0.0048217773
-2.472,0.0018920898
-2.471,0.0048217773
-2.47,0.0018920898
-2.469,0.0057983398
-2.468,0.0067749023
-2.467,0.0038452148
-2.466,0.0038452148
-2.465,0.0018920898
-2.464,0.0067749023
-2.463,0.0057983398
-2.462,0.0018920898
-2.461,0.0057983398
-2.46,0.0057983398
-2.459,0.0038452148
-2.458,0.0018920898
-2.457,0.0048217773
-2.456,0.0048217773
-2.455,0.0048217773
-2.454,0.0038452148
-2.453,0.0048217773
-2.452,0.0057983398
-2.451,0.0067749023
-2.45,0.0048217773
-2.449,0.0018920898
-2.448,0.0048217773
-2.447,0.0057983398
-2.446,0.0038452148
-2.445,0.00091552734
-2.444,0.0048217773
-2.443,0.0038452148
-2.442,0.0018920898
-2.441,0.0057983398
-2.44,0.0067749023
-2.439,0.0057983398
-2.438,0.0048217773
-2.437,0.0038452148
-2.436,0.0057983398
-2.435,0.0048217773
-2.434,0.0038452148
-2.433,0.0077514648
-2.432,0.0038452148
-2.431,0.0018920898
-2.43,0.0038452148
-2.429,0.0038452148
-2.428,-6.1035156E-5
-2.427,0.0028686523
-2.426,0.0048217773
-2.425,0.0038452148
-2.424,0.0067749023
-2.423,0.0038452148
-2.422,0.0067749023
-2.421,0.0028686523
-2.42,0.0038452148
-2.419,0.0048217773
-2.418,0.00091552734
-2.417,0.0018920898
-2.416,0.0028686523
-2.415,0.0018920898
-2.414,0.0018920898
-2.413,0.0057983398
-2.412,0.0028686523
-2.411,0.0028686523
-2.41,0.0048217773
-2.409,0.00091552734
-2.408,0.0028686523
-2.407,0.0018920898
-2.406,-6.1035156E-5
-2.405,-0.0010375977
-2.404,-6.1035156E-5
-2.403,0.0018920898
-2.402,-6.1035156E-5
-2.401,-0.0020141602
-2.4,0.0028686523
-2.399,0.0038452148
-2.398,0.0018920898
-2.397,-0.0029907227
-2.396,0.0028686523
-2.395,0.00091552734
-2.394,-0.0010375977
-2.393,-0.0010375977
-2.392,-0.0020141602
-2.391,-0.0010375977
-2.39,-0.0010375977
-2.389,0.00091552734
-2.388,-0.0010375977
-2.387,-0.0020141602
-2.386,-0.0029907227
-2.385,-6.1035156E-5
-2.384,-0.0020141602
-2.383,-0.0010375977
-2.382,-0.0010375977
-2.381,-0.0020141602
-2.38,-0.0020141602
-2.379,-0.0010375977
-2.378,-0.0010375977
-2.377,-0.0020141602
-2.376,-0.0020141602
-2.375,-6.1035156E-5
-2.374,0.0018920898
-2.373,-6.1035156E-5
-2.372,0.0028686523
-2.371,0.0018920898
-2.37,0.0018920898
-2.369,0.0028686523
-2.368,-0.0010375977
-2.367,0.00091552734
-2.366,-6.1035156E-5
-2.365,-0.0010375977
-2.364,0.00091552734
-2.363,-0.0020141602
-2.362,-0.0029907227
-2.361,0.00091552734
-2.36,0.0018920898
-2.359,-6.1035156E-5
-2.358,0.0038452148
-2.357,0.0018920898
-2.356,-6.1035156E-5
-2.355,-0.0020141602
-2.354,-6.1035156E-5
-2.353,0.0028686523
-2.352,-0.0020141602
-2.351,-6.1035156E-5
-2.35,0.0038452148
-2.349,0.00091552734
-2.348,0.00091552734
-2.347,0.00091552734
-2.346,0.0018920898
-2.345,0.0018920898
-2.344,-0.0010375977
-2.343,0.0018920898
-2.342,0.00091552734
-2.341,0.0018920898
-2.34,0.00091552734
-2.339,-0.0010375977
-2.338,-6.1035156E-5
-2.337,-6.1035156E-5
-2.336,-6.1035156E-5
-2.335,-0.0010375977
-2.334,-0.0020141602
-2.333,-0.0020141602
-2.332,-0.0029907227
-2.331,-0.0010375977
-2.33,-0.0010375977
-2.329,-0.0039672852
-2.328,-0.0020141602
-2.327,-0.0029907227
-2.326,-0.0020141602
-2.325,-0.0029907227
-2.324,-0.0029907227
-2.323,-0.0010375977
-2.322,0.00091552734
-2.321,-0.0020141602
-2.32,-0.0049438477
-2.319,-0.0029907227
-2.318,-0.0039672852
-2.317,-0.0029907227
-2.316,-0.0010375977
-2.315,-0.0020141602
-2.314,-0.0039672852
-2.313,-6.1035156E-5
-2.312,-0.0010375977
-2.311,-0.0020141602
-2.31,-0.0029907227
-2.309,-6.1035156E-5
-2.308,-0.0020141602
-2.307,-0.0049438477
-2.306,-0.0020141602
-2.305,-0.0039672852
-2.304,-0.0039672852
-2.303,-0.0029907227
-2.302,-0.0029907227
-2.301,-6.1035156E-5
-2.3,-6.1035156E-5
-2.299,0.00091552734
-2.298,-0.0039672852
-2.297,-0.0020141602
-2.296,-0.0049438477
-2.295,-0.0029907227
-2.294,-0.0059204102
-2.293,-0.0029907227
-2.292,0.00091552734
-2.291,-0.0020141602
-2.29,0.00091552734
-2.289,-0.0029907227
-2.288,-6.1035156E-5
-2.287,-0.0029907227
-2.286,-0.0010375977
-2.285,-0.0010375977
-2.284,-0.0029907227
-2.283,-0.0029907227
-2.282,-0.0049438477
-2.281,0.00091552734
-2.28,-0.0010375977
-2.279,-0.0010375977
-2.278,-6.1035156E-5
-2.277,-0.0020141602
-2.276,-0.0039672852
-2.275,-0.0020141602
-2.274,-0.0029907227
-2.273,-0.0059204102
-2.272,-0.0029907227
-2.271,-0.0020141602
-2.27,-0.0059204102
-2.269,-0.0039672852
-2.268,-0.0049438477
-2.267,-0.0029907227
-2.266,-0.0020141602
-2.265,-0.0029907227
-2.264,-0.0039672852
-2.263,-0.0029907227
-2.262,-0.0020141602
-2.261,-0.0049438477
-2.26,-0.0020141602
-2.259,-0.0039672852
-2.258,-0.0039672852
-2.257,-0.0020141602
-2.256,-0.0088500977
-2.255,-0.0039672852
-2.254,-0.0049438477
-2.253,-0.0049438477
-2.252,-0.0059204102
-2.251,-0.0049438477
-2.25,-0.0029907227
-2.249,-0.0059204102
-2.248,-0.0039672852
-2.247,-0.0010375977
-2.246,-0.0029907227
-2.245,-0.0029907227
-2.244,-0.0029907227
-2.243,-0.0049438477
-2.242,-0.0068969727
-2.241,-0.0049438477
-2.24,-0.0020141602
-2.239,-0.0068969727
-2.238,-0.0068969727
-2.237,-0.0039672852
-2.236,-0.0039672852
-2.235,-0.0059204102
-2.234,-0.0039672852
-2.233,-0.0039672852
-2.232,-0.0029907227
-2.231,-0.0068969727
-2.23,-0.0068969727
-2.229,-0.0078735352
-2.228,-0.0068969727
-2.227,-0.0039672852
-2.226,-0.0068969727
-2.225,-0.0049438477
-2.224,-0.0068969727
-2.223,-0.0068969727
-2.222,-0.0068969727
-2.221,-0.0059204102
-2.22,-0.0088500977
-2.219,-0.0039672852
-2.218,-0.0098266602
-2.217,-0.0068969727
-2.216,-0.0078735352
-2.215,-0.0029907227
-2.214,-0.0078735352
-2.213,-0.0098266602
-2.212,-0.0068969727
