ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2013-01-10 11:00:22 851m





Relative time,HS3(27295).Ch1,HS3(27295).Ch2
0.124,-0.031311035,-0.012133789
0.125,-0.1416626,-0.057446289
0.126,-0.25592041,-0.10002441
0.127,-0.36529541,-0.14416504
0.128,-0.47271729,-0.18674316
0.129,-0.58111572,-0.22580566
0.13,-0.68365479,-0.26408691
0.131,-0.79205322,-0.30314941
0.132,-0.8916626,-0.33986816
0.133,-0.98052979,-0.37385254
0.134,-1.0742798,-0.40744629
0.135,-1.1416626,-0.43635254
0.136,-1.218811,-0.46486816
0.137,-1.2803345,-0.48947754
0.138,-1.3408813,-0.50979004
0.139,-1.3828735,-0.52932129
0.14,-1.4238892,-0.54611816
0.141,-1.4580688,-0.55666504
0.142,-1.4863892,-0.56760254
0.143,-1.5029907,-0.57189941
0.144,-1.5088501,-0.57502441
0.145,-1.5098267,-0.57268066
0.146,-1.4961548,-0.56994629
0.147,-1.475647,-0.56213379
0.148,-1.4483032,-0.55236816
0.149,-1.406311,-0.53869629
0.15,-1.3652954,-0.52385254
0.151,-1.312561,-0.50197754
0.152,-1.2598267,-0.47971191
0.153,-1.1983032,-0.45549316
0.154,-1.1309204,-0.42697754
0.155,-1.0576782,-0.39689941
0.156,-0.98443604,-0.36447754
0.157,-0.89263916,-0.32971191
0.158,-0.80767822,-0.29299316
0.159,-0.70904541,-0.25510254
0.16,-0.61236572,-0.21525879
0.161,-0.50982666,-0.17619629
0.162,-0.40533447,-0.13322754
0.163,-0.30084229,-0.090649414
0.164,-0.18951416,-0.046899414
0.165,-0.081115723,-0.0039306641
0.166,0.03704834,0.040600586
0.167,0.15228271,0.083178711
0.168,0.26654053,0.12614746
0.169,0.37786865,0.16872559
0.17,0.48822021,0.20935059
0.171,0.59564209,0.25114746
0.172,0.70697021,0.28786621
0.173,0.80853271,0.32536621
0.174,0.90814209,0.36091309
0.175,1.0038452,0.39411621
0.176,1.0888062,0.42692871
0.177,1.1688843,0.45505371
0.178,1.2372437,0.48005371
0.179,1.3104858,0.50388184
0.18,1.368103,0.52380371
0.181,1.4198608,0.54099121
0.182,1.4647827,0.55505371
0.183,1.4940796,0.56677246
0.184,1.5233765,0.57341309
0.185,1.539978,0.58044434
0.186,1.5458374,0.58239746
0.187,1.5409546,0.58005371
0.188,1.531189,0.57497559
0.189,1.5077515,0.56794434
0.19,1.4813843,0.55192871
0.191,1.4354858,0.53903809
0.192,1.3876343,0.52106934
0.193,1.3290405,0.50114746
0.194,1.2645874,0.47575684
0.195,1.1942749,0.44958496
0.196,1.1083374,0.41950684
0.197,1.0204468,0.38591309
0.198,0.92767334,0.35310059
0.199,0.83099365,0.31677246
0.2,0.7255249,0.28083496
0.201,0.6239624,0.24099121
0.202,0.51068115,0.20036621
0.203,0.39642334,0.15974121
0.204,0.28411865,0.11950684
0.205,0.1708374,0.073022461
0.206,0.055603027,0.030444336
0.207,-0.06060791,-0.013305664
0.208,-0.1729126,-0.057836914
0.209,-0.28521729,-0.10158691
0.21,-0.39361572,-0.14377441
0.211,-0.50299072,-0.18635254
0.212,-0.60748291,-0.22580566
0.213,-0.71685791,-0.26994629
0.214,-0.81939697,-0.30393066
0.215,-0.91217041,-0.34182129
0.216,-1.006897,-0.37463379
0.217,-1.0899048,-0.40861816
0.218,-1.1660767,-0.43947754
0.219,-1.2305298,-0.46486816
0.22,-1.2891235,-0.49064941
0.221,-1.3486938,-0.51135254
0.222,-1.3867798,-0.53010254
0.223,-1.4258423,-0.54494629
0.224,-1.4619751,-0.55783691
0.225,-1.4805298,-0.56643066
0.226,-1.491272,-0.57189941
0.227,-1.4971313,-0.57463379
0.228,-1.4893188,-0.57502441
0.229,-1.4776001,-0.57072754
0.23,-1.4512329,-0.56252441
0.231,-1.4209595,-0.55119629
0.232,-1.3848267,-0.53713379
0.233,-1.3389282,-0.51994629
0.234,-1.2910767,-0.50236816
0.235,-1.241272,-0.47971191
0.236,-1.171936,-0.45393066
0.237,-1.1084595,-0.42619629
0.238,-1.0352173,-0.39729004
0.239,-0.95220947,-0.36447754
0.24,-0.87017822,-0.32854004
0.241,-0.78326416,-0.29104004
0.242,-0.69049072,-0.25197754
0.243,-0.58990479,-0.21369629
0.244,-0.48931885,-0.17502441
0.245,-0.38775635,-0.13088379
0.246,-0.27935791,-0.087915039
0.247,-0.17486572,-0.044946289
0.248,-0.062561035,-0.00080566406
0.249,0.050720215,0.044116211
0.25,0.16400146,0.086694336
0.251,0.27728271,0.13122559
0.252,0.38665771,0.17263184
0.253,0.50091553,0.21325684
0.254,0.60345459,0.25192871
0.255,0.70892334,0.29372559
0.256,0.81341553,0.33044434
0.257,0.91009521,0.36677246
0.258,0.99798584,0.39997559
0.259,1.093689,0.43395996
0.26,1.1688843,0.46052246
0.261,1.2450562,0.48474121
0.262,1.3075562,0.51013184
0.263,1.3671265,0.53083496
0.264,1.4198608,0.54763184
0.265,1.4579468,0.56208496
0.266,1.4989624,0.57341309
0.267,1.5194702,0.58083496
0.268,1.5390015,0.58552246
0.269,1.5409546,0.58591309
0.27,1.539978,0.58356934
0.271,1.5282593,0.57770996
0.272,1.5028687,0.56716309
0.273,1.4755249,0.55310059
0.274,1.4276733,0.53825684
0.275,1.3807983,0.51833496
0.276,1.3231812,0.49606934
0.277,1.2577515,0.47106934
0.278,1.1815796,0.44294434
0.279,1.1034546,0.41325684
0.28,1.0165405,0.38083496
0.281,0.92572021,0.34606934
0.282,0.82513428,0.30778809
0.283,0.7255249,0.26950684
0.284,0.62103271,0.22888184
0.285,0.51165771,0.18786621
0.286,0.39447021,0.14489746
0.287,0.28118896,0.10153809
0.288,0.16497803,0.060522461
0.289,0.05657959,0.015209961
0.29,-0.05670166,-0.026977539
0.291,-0.17095947,-0.070336914
0.292,-0.28619385,-0.11564941
0.293,-0.39361572,-0.16057129
0.294,-0.50689697,-0.20119629
0.295,-0.6104126,-0.24143066
0.296,-0.72076416,-0.28049316
0.297,-0.82427979,-0.31877441
0.298,-0.91998291,-0.35314941
0.299,-1.0088501,-0.39299316
0.3,-1.0957642,-0.42033691
0.301,-1.1729126,-0.44807129
0.302,-1.2432251,-0.47502441
0.303,-1.296936,-0.49729004
0.304,-1.3574829,-0.51760254
0.305,-1.4004517,-0.53596191
0.306,-1.4414673,-0.55158691
0.307,-1.4736938,-0.56213379
0.308,-1.4951782,-0.57033691
0.309,-1.5059204,-0.57541504
0.31,-1.5147095,-0.57580566
0.311,-1.506897,-0.57541504
0.312,-1.4942017,-0.56994629
0.313,-1.4678345,-0.56018066
0.314,-1.4385376,-0.55119629
0.315,-1.3945923,-0.53518066
0.316,-1.3555298,-0.51838379
0.317,-1.3018188,-0.49807129
0.318,-1.2471313,-0.47541504
0.319,-1.1865845,-0.44807129
0.32,-1.116272,-0.42033691
0.321,-1.0401001,-0.38830566
0.322,-0.95806885,-0.35549316
0.323,-0.86920166,-0.31916504
0.324,-0.78619385,-0.28439941
0.325,-0.6807251,-0.24494629
0.326,-0.58795166,-0.20471191
0.327,-0.4776001,-0.16213379
0.328,-0.37506104,-0.12268066
0.329,-0.26568604,-0.077368164
0.33,-0.1494751,-0.034790039
0.331,-0.035217285,0.0081787109
0.332,0.074157715,0.051147461
0.333,0.19134521,0.098022461
0.334,0.30072021,0.13786621
0.335,0.40911865,0.17927246
0.336,0.52142334,0.22067871
0.337,0.62884521,0.25895996
0.338,0.73236084,0.29880371
0.339,0.8348999,0.33591309
0.34,0.93548584,0.37145996
0.341,1.0233765,0.40310059
0.342,1.1141968,0.43356934
0.343,1.1932983,0.46130371
0.344,1.2606812,0.48903809
0.345,1.3300171,0.51091309
0.346,1.3866577,0.53044434
0.347,1.4345093,0.54567871
0.348,1.4755249,0.56052246
0.349,1.508728,0.57067871
0.35,1.5331421,0.57810059
0.351,1.5448608,0.58083496
0.352,1.5516968,0.58083496
0.353,1.5429077,0.57614746
0.354,1.5321655,0.57145996
0.355,1.5057983,0.56130371
0.356,1.4657593,0.54880371
0.357,1.421814,0.53200684
0.358,1.3700562,0.51325684
0.359,1.3095093,0.49099121
0.36,1.243103,0.46560059
0.361,1.1610718,0.43903809
0.362,1.0809937,0.40935059
0.363,0.99310303,0.37653809
0.364,0.90228271,0.34294434
0.365,0.80072021,0.30583496
0.366,0.69622803,0.26599121
0.367,0.58685303,0.22614746
0.368,0.47943115,0.18474121
0.369,0.36224365,0.14255371
0.37,0.25384521,0.10036621
0.371,0.13861084,0.057788086
0.372,0.020446777,0.014038086
0.373,-0.09576416,-0.030102539
0.374,-0.20904541,-0.073461914
0.375,-0.31646729,-0.11682129
0.376,-0.42584229,-0.15939941
0.377,-0.53912354,-0.20158691
0.378,-0.64361572,-0.24104004
0.379,-0.75006104,-0.28166504
0.38,-0.8526001,-0.31799316
0.381,-0.94537354,-0.35314941
0.382,-1.0342407,-0.38869629
0.383,-1.116272,-0.41955566
0.384,-1.1895142,-0.44846191
0.385,-1.2529907,-0.47463379
0.386,-1.3067017,-0.49729004
0.387,-1.359436,-0.51994629
0.388,-1.4033813,-0.53752441
0.389,-1.4317017,-0.55119629
0.39,-1.4619751,-0.56369629
0.391,-1.4805298,-0.57229004
0.392,-1.4932251,-0.57775879
0.393,-1.4990845,-0.57854004
0.394,-1.484436,-0.57658691
0.395,-1.4697876,-0.57268066
0.396,-1.4463501,-0.56486816
0.397,-1.4121704,-0.55080566
0.398,-1.3731079,-0.53752441
0.399,-1.328186,-0.51838379
0.4,-1.2774048,-0.49807129
0.401,-1.2207642,-0.47502441
0.402,-1.1553345,-0.44807129
0.403,-1.0879517,-0.42150879
0.404,-1.0127563,-0.38830566
0.405,-0.9307251,-0.35588379
0.406,-0.84967041,-0.31955566
0.407,-0.75299072,-0.28361816
0.408,-0.66119385,-0.24494629
0.409,-0.56451416,-0.20588379
0.41,-0.45220947,-0.16291504
0.411,-0.35357666,-0.12072754
0.412,-0.24517822,-0.076586914
0.413,-0.13482666,-0.035961914
0.414,-0.02545166,0.010131836
0.415,0.08782959,0.053491211
0.416,0.20013428,0.096850586
0.417,0.31341553,0.14060059
0.418,0.42181396,0.18200684
0.419,0.52825928,0.22497559
0.42,0.64154053,0.26560059
0.421,0.7411499,0.30388184
0.422,0.84173584,0.33864746
0.423,0.93450928,0.37614746
0.424,1.0233765,0.40974121
0.425,1.1073608,0.44020996
0.426,1.1845093,0.46794434
0.427,1.258728,0.49411621
0.428,1.3182983,0.51638184
0.429,1.3807983,0.53708496
0.43,1.4335327,0.55231934
0.431,1.4696655,0.56638184
0.432,1.5067749,0.57731934
0.433,1.524353,0.58161621
0.434,1.5409546,0.58591309
0.435,1.5458374,0.58591309
0.436,1.5360718,0.58591309
0.437,1.5194702,0.57692871
0.438,1.4940796,0.56560059
0.439,1.4589233,0.55192871
0.44,1.4169312,0.53552246
0.441,1.3573608,0.51520996
0.442,1.3046265,0.49216309
0.443,1.2313843,0.46520996
0.444,1.1542358,0.43708496
0.445,1.0741577,0.40622559
0.446,0.98431396,0.37106934
0.447,0.88763428,0.33708496
0.448,0.78997803,0.29919434
0.449,0.68255615,0.26052246
0.45,0.5848999,0.21989746
0.451,0.47161865,0.17849121
0.452,0.35931396,0.13474121
0.453,0.2489624,0.092944336
0.454,0.1317749,0.048413086
0.455,0.023376465,0.0042724609
0.456,-0.10064697,-0.041040039
0.457,-0.21002197,-0.084008789
0.458,-0.31939697,-0.12424316
0.459,-0.42486572,-0.16604004
0.46,-0.53131104,-0.21018066
0.461,-0.64849854,-0.25119629
0.462,-0.74810791,-0.28908691
0.463,-0.85162354,-0.32697754
0.464,-0.94830322,-0.36369629
0.465,-1.0371704,-0.39533691
0.466,-1.1201782,-0.42580566
0.467,-1.1914673,-0.45510254
0.468,-1.2578735,-0.47932129
0.469,-1.3164673,-0.50275879
0.47,-1.3643188,-0.52189941
0.471,-1.4111938,-0.53752441
0.472,-1.4404907,-0.55275879
0.473,-1.4707642,-0.56369629
0.474,-1.4932251,-0.57150879
0.475,-1.5039673,-0.57463379
0.476,-1.5098267,-0.57463379
0.477,-1.5078735,-0.57229004
0.478,-1.4873657,-0.56486816
0.479,-1.4639282,-0.55705566
0.48,-1.4258423,-0.54377441
0.481,-1.3838501,-0.52697754
0.482,-1.3359985,-0.50822754
0.483,-1.2783813,-0.48674316
0.484,-1.2236938,-0.46174316
0.485,-1.1582642,-0.43439941
0.486,-1.0918579,-0.40588379
0.487,-1.0137329,-0.37424316
0.488,-0.9307251,-0.34025879
0.489,-0.84381104,-0.30354004
0.49,-0.74908447,-0.26682129
0.491,-0.64752197,-0.22736816
0.492,-0.5479126,-0.18752441
0.493,-0.44342041,-0.14572754
0.494,-0.3369751,-0.10314941
0.495,-0.22564697,-0.060961914
0.496,-0.11334229,-0.017602539
0.497,-0.0039672852,0.025756836
0.498,0.11126709,0.069116211
0.499,0.22161865,0.11286621
0.5,0.33685303,0.15661621
0.501,0.45013428,0.19528809
0.502,0.56341553,0.23708496
0.503,0.66595459,0.27810059
0.504,0.76654053,0.31481934
0.505,0.86517334,0.35153809
0.506,0.9598999,0.38435059
0.507,1.0507202,0.41755371
0.508,1.133728,0.44880371
0.509,1.2108765,0.47692871
0.51,1.2870483,0.49958496
0.511,1.3456421,0.52106934
0.512,1.4022827,0.54020996
0.513,1.446228,0.55544434
0.514,1.4852905,0.56755371
0.515,1.5184937,0.57692871
0.516,1.5350952,0.58200684
0.517,1.5477905,0.58591309
0.518,1.5487671,0.58395996
0.519,1.5360718,0.57966309
0.52,1.5184937,0.57458496
0.521,1.4921265,0.56247559
0.522,1.4540405,0.54802246
0.523,1.4140015,0.53161621
0.524,1.352478,0.51169434
0.525,1.2909546,0.48942871
0.526,1.2167358,0.46247559
0.527,1.1347046,0.43395996
0.528,1.0526733,0.40310059
0.529,0.96575928,0.37185059
0.53,0.87103271,0.33474121
0.531,0.76654053,0.29528809
0.532,0.66009521,0.25895996
0.533,0.55657959,0.21989746
0.534,0.43939209,0.17692871
0.535,0.33001709,0.13435059
0.536,0.21380615,0.089819336
0.537,0.09954834,0.046850586
0.538,-0.012756348,0.0027099609
0.539,-0.13189697,-0.042602539
0.54,-0.24127197,-0.082055664
0.541,-0.35552979,-0.12619629
0.542,-0.45904541,-0.16838379
0.543,-0.57037354,-0.20783691
0.544,-0.68170166,-0.25002441
0.545,-0.78131104,-0.28596191
0.546,-0.88580322,-0.32463379
0.547,-0.97076416,-0.36018066
0.548,-1.0586548,-0.39338379
0.549,-1.1397095,-0.42580566
0.55,-1.2041626,-0.45314941
0.551,-1.272522,-0.47893066
0.552,-1.319397,-0.49924316
0.553,-1.3721313,-0.51994629
0.554,-1.4141235,-0.53752441
0.555,-1.4483032,-0.55197754
0.556,-1.4736938,-0.56096191
0.557,-1.4883423,-0.56838379
0.558,-1.4961548,-0.57541504
0.559,-1.4942017,-0.57346191
0.56,-1.4805298,-0.56994629
0.561,-1.4639282,-0.56369629
0.562,-1.4317017,-0.55471191
0.563,-1.4004517,-0.54104004
0.564,-1.3535767,-0.52502441
0.565,-1.3096313,-0.50627441
0.566,-1.2578735,-0.48439941
0.567,-1.1934204,-0.46057129
0.568,-1.131897,-0.43361816
0.569,-1.0576782,-0.40275879
0.57,-0.97857666,-0.37189941
0.571,-0.89752197,-0.33791504
0.572,-0.80670166,-0.30354004
0.573,-0.72076416,-0.26604004
0.574,-0.62017822,-0.22541504
0.575,-0.52154541,-0.18596191
0.576,-0.42584229,-0.14338379
0.577,-0.31939697,-0.098461914
0.578,-0.2119751,-0.058618164
0.579,-0.098693848,-0.014086914
0.58,0.010681152,0.028491211
0.581,0.12005615,0.073022461
0.582,0.23626709,0.11794434
0.583,0.34661865,0.15817871
0.584,0.4598999,0.20153809
0.585,0.56243896,0.24177246
0.586,0.66986084,0.28278809
0.587,0.77923584,0.32145996
0.588,0.87200928,0.35778809
0.589,0.96185303,0.39020996
0.59,1.0546265,0.42341309
0.591,1.1356812,0.45231934
0.592,1.2098999,0.48200684
0.593,1.2850952,0.50466309
0.594,1.3397827,0.52810059
0.595,1.3944702,0.54606934
0.596,1.4423218,0.55974121
0.597,1.477478,0.57380371
0.598,1.5067749,0.58278809
0.599,1.5253296,0.58864746
0.6,1.5360718,0.59099121
0.601,1.5350952,0.58981934
0.602,1.5282593,0.58513184
0.603,1.5106812,0.57731934
0.604,1.4813843,0.56442871
0.605,1.4442749,0.55192871
0.606,1.3964233,0.53239746
0.607,1.3407593,0.51091309
0.608,1.2802124,0.48747559
0.609,1.2089233,0.46052246
0.61,1.1327515,0.43044434
0.611,1.0477905,0.39997559
0.612,0.96185303,0.36442871
0.613,0.86224365,0.32888184
0.614,0.76361084,0.29060059
0.615,0.65423584,0.24919434
0.616,0.5458374,0.20856934
0.617,0.43548584,0.16638184
0.618,0.32513428,0.12302246
0.619,0.20697021,0.080053711
0.62,0.096618652,0.035913086
0.621,-0.014709473,-0.0062744141
0.622,-0.13287354,-0.052758789
0.623,-0.24224854,-0.096118164
0.624,-0.35357666,-0.13791504
0.625,-0.45611572,-0.18049316
0.626,-0.56939697,-0.22111816
0.627,-0.67388916,-0.25939941
0.628,-0.78033447,-0.29924316
0.629,-0.88287354,-0.33635254
0.63,-0.96783447,-0.36604004
0.631,-1.0606079,-0.40314941
0.632,-1.1377563,-0.43088379
0.633,-1.2080688,-0.46018066
0.634,-1.2705688,-0.48518066
0.635,-1.328186,-0.50783691
0.636,-1.3770142,-0.52268066
0.637,-1.4180298,-0.54221191
0.638,-1.4522095,-0.55471191
0.639,-1.4805298,-0.56486816
0.64,-1.4981079,-0.57229004
0.641,-1.506897,-0.57463379
0.642,-1.5078735,-0.57385254
0.643,-1.4961548,-0.56994629
0.644,-1.4805298,-0.56408691
0.645,-1.444397,-0.55314941
0.646,-1.4190063,-0.53947754
0.647,-1.3692017,-0.52229004
0.648,-1.319397,-0.50354004
0.649,-1.2695923,-0.47971191
0.65,-1.2061157,-0.45510254
0.651,-1.140686,-0.42932129
0.652,-1.0645142,-0.39729004
0.653,-0.98736572,-0.36604004
0.654,-0.90045166,-0.33244629
0.655,-0.8135376,-0.29572754
0.656,-0.71881104,-0.25783691
0.657,-0.62310791,-0.21916504
0.658,-0.52154541,-0.17736816
0.659,-0.41412354,-0.13479004
0.66,-0.30767822,-0.094555664
0.661,-0.19830322,-0.050415039
0.662,-0.088928223,-0.0082275391
0.663,0.026306152,0.037866211
0.664,0.13568115,0.081616211
0.665,0.25189209,0.12380371
0.666,0.36224365,0.16481934
0.667,0.47357178,0.20856934
0.668,0.58197021,0.24841309
0.669,0.69329834,0.28708496
0.67,0.79779053,0.32536621
0.671,0.89837646,0.36013184
0.672,0.99017334,0.39333496
0.673,1.0770874,0.42302246
0.674,1.1610718,0.45427246
0.675,1.234314,0.47927246
0.676,1.3075562,0.50427246
0.677,1.3641968,0.52380371
0.678,1.4140015,0.54099121
0.679,1.461853,0.55583496
0.68,1.4979858,0.56677246
0.681,1.5223999,0.57419434
0.682,1.5409546,0.57966309
0.683,1.5438843,0.58122559
0.684,1.5507202,0.58122559
0.685,1.5360718,0.57575684
0.686,1.5106812,0.56833496
0.687,1.4862671,0.55622559
0.688,1.4413452,0.53981934
0.689,1.3964233,0.52224121
0.69,1.3378296,0.50075684
0.691,1.2733765,0.47653809
0.692,1.2011108,0.45036621
0.693,1.1190796,0.42106934
0.694,1.0350952,0.38864746
0.695,0.93841553,0.35427246
0.696,0.84368896,0.31716309
0.697,0.74017334,0.27966309
0.698,0.63275146,0.24177246
0.699,0.52435303,0.20153809
0.7,0.41400146,0.15974121
0.701,0.29681396,0.11599121
0.702,0.18548584,0.073413086
0.703,0.071228027,0.030053711
0.704,-0.043029785,-0.013696289
0.705,-0.16119385,-0.057055664
0.706,-0.27642822,-0.10041504
0.707,-0.38677979,-0.14260254
0.708,-0.49517822,-0.18557129
0.709,-0.6026001,-0.22736816
0.71,-0.70709229,-0.26486816
0.711,-0.81451416,-0.30471191
0.712,-0.90142822,-0.33752441
0.713,-1.0049438,-0.37463379
0.714,-1.0811157,-0.40744629
0.715,-1.1621704,-0.43791504
0.716,-1.2276001,-0.46447754
0.717,-1.2910767,-0.48869629
0.718,-1.3389282,-0.51174316
0.719,-1.3897095,-0.52971191
0.72,-1.4268188,-0.54611816
0.721,-1.4570923,-0.55939941
0.722,-1.4795532,-0.56916504
0.723,-1.4942017,-0.57385254
0.724,-1.500061,-0.57658691
0.725,-1.4971313,-0.57775879
0.726,-1.4824829,-0.57229004
0.727,-1.4590454,-0.56525879
0.728,-1.4277954,-0.55549316
0.729,-1.3897095,-0.54143066
0.73,-1.3496704,-0.52619629
0.731,-1.2959595,-0.50588379
0.732,-1.241272,-0.48557129
0.733,-1.1797485,-0.46018066
0.734,-1.1123657,-0.43283691
0.735,-1.0401001,-0.40314941
0.736,-0.96099854,-0.37072754
0.737,-0.87701416,-0.33674316
0.738,-0.78619385,-0.29924316
0.739,-0.68951416,-0.25744629
0.74,-0.59576416,-0.22150879
0.741,-0.4932251,-0.17932129
0.742,-0.39263916,-0.13791504
0.743,-0.28521729,-0.096118164
0.744,-0.17486572,-0.052368164
0.745,-0.066467285,-0.0086181641
0.746,0.046813965,0.033959961
0.747,0.15618896,0.078100586
0.748,0.2645874,0.11989746
0.749,0.37591553,0.16364746
0.75,0.4833374,0.20583496
0.751,0.59564209,0.24606934
0.752,0.70111084,0.28278809
0.753,0.80169678,0.32106934
0.754,0.90130615,0.35739746
0.755,0.9911499,0.38903809
0.756,1.0790405,0.42106934
0.757,1.1620483,0.45036621
0.758,1.2284546,0.47653809
0.759,1.2997437,0.49958496
0.76,1.3632202,0.52224121
0.761,1.4081421,0.53903809
0.762,1.4598999,0.55349121
0.763,1.4872437,0.56403809
0.764,1.515564,0.57458496
0.765,1.5321655,0.57888184
0.766,1.5350952,0.57927246
0.767,1.5390015,0.57575684
0.768,1.5223999,0.57028809
0.769,1.5038452,0.56091309
0.77,1.4745483,0.54997559
0.771,1.430603,0.53435059
0.772,1.383728,0.51520996
0.773,1.3261108,0.49294434
0.774,1.2597046,0.46833496
0.775,1.1864624,0.44020996
0.776,1.109314,0.40974121
0.777,1.0184937,0.37614746
0.778,0.92669678,0.34138184
0.779,0.83197021,0.30388184
0.78,0.72845459,0.26442871
0.781,0.6239624,0.22692871
0.782,0.51751709,0.18435059
0.783,0.40423584,0.14294434
0.784,0.28997803,0.10036621
0.785,0.17279053,0.057788086
0.786,0.06048584,0.011303711
0.787,-0.047912598,-0.030493164
0.788,-0.17095947,-0.073461914
0.789,-0.2744751,-0.11994629
0.79,-0.38482666,-0.16369629
0.791,-0.49420166,-0.20549316
0.792,-0.60064697,-0.24455566
0.793,-0.70806885,-0.28479004
0.794,-0.81549072,-0.32229004
0.795,-0.90924072,-0.35861816
0.796,-1.0049438,-0.39299316
0.797,-1.0889282,-0.42541504
0.798,-1.1602173,-0.45393066
0.799,-1.2295532,-0.48010254
0.8,-1.2901001,-0.50393066
0.801,-1.3428345,-0.52541504
0.802,-1.3936157,-0.54260254
0.803,-1.4307251,-0.55627441
0.804,-1.4609985,-0.56838379
0.805,-1.4873657,-0.57814941
0.806,-1.506897,-0.58283691
0.807,-1.5088501,-0.58557129
0.808,-1.5088501,-0.58439941
0.809,-1.4961548,-0.57775879
0.81,-1.4717407,-0.56877441
0.811,-1.4424438,-0.55900879
0.812,-1.4004517,-0.54260254
0.813,-1.359436,-0.52854004
0.814,-1.3047485,-0.50705566
0.815,-1.2490845,-0.48361816
0.816,-1.187561,-0.45705566
