ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2013-01-10 11:59:00 516m





Relative time,HS3(27295).Ch2
s,V
-2.5,0.0038452148
-2.499,0.0028686523
-2.498,0.0048217773
-2.497,0.0038452148
-2.496,0.0028686523
-2.495,0.0067749023
-2.494,0.0038452148
-2.493,0.0048217773
-2.492,0.0087280273
-2.491,0.0048217773
-2.49,0.0087280273
-2.489,0.0087280273
-2.488,0.0087280273
-2.487,0.0097045898
-2.486,0.0097045898
-2.485,0.0087280273
-2.484,0.012634277
-2.483,0.011657715
-2.482,0.0097045898
-2.481,0.012634277
-2.48,0.014587402
-2.479,0.011657715
-2.478,0.011657715
-2.477,0.012634277
-2.476,0.011657715
-2.475,0.0087280273
-2.474,0.012634277
-2.473,0.01361084
-2.472,0.011657715
-2.471,0.011657715
-2.47,0.012634277
-2.469,0.0087280273
-2.468,0.010681152
-2.467,0.011657715
-2.466,0.01361084
-2.465,0.010681152
-2.464,0.012634277
-2.463,0.010681152
-2.462,0.0087280273
-2.461,0.0087280273
-2.46,0.0087280273
-2.459,0.0087280273
-2.458,0.010681152
-2.457,0.0087280273
-2.456,0.0097045898
-2.455,0.0087280273
-2.454,0.0077514648
-2.453,0.0097045898
-2.452,0.0048217773
-2.451,0.0038452148
-2.45,0.0067749023
-2.449,0.0087280273
-2.448,0.0048217773
-2.447,0.0028686523
-2.446,0.0028686523
-2.445,0.0048217773
-2.444,0.0028686523
-2.443,0.0048217773
-2.442,0.0018920898
-2.441,0.0038452148
-2.44,-6.1035156E-5
-2.439,0.00091552734
-2.438,0.0048217773
-2.437,-0.0029907227
-2.436,-6.1035156E-5
-2.435,0.00091552734
-2.434,-6.1035156E-5
-2.433,-6.1035156E-5
-2.432,-0.0059204102
-2.431,-0.0020141602
-2.43,-0.0029907227
-2.429,-6.1035156E-5
-2.428,-0.0020141602
-2.427,-0.0049438477
-2.426,-0.0039672852
-2.425,-0.0029907227
-2.424,-6.1035156E-5
-2.423,-0.0020141602
-2.422,-0.0010375977
-2.421,-6.1035156E-5
-2.42,-0.0010375977
-2.419,-0.0020141602
-2.418,-0.0029907227
-2.417,0.00091552734
-2.416,-0.0029907227
-2.415,-6.1035156E-5
-2.414,0.0028686523
-2.413,-0.0020141602
-2.412,0.00091552734
-2.411,0.0028686523
-2.41,-0.0020141602
-2.409,-0.0020141602
-2.408,-6.1035156E-5
-2.407,0.0018920898
-2.406,-0.0020141602
-2.405,0.0028686523
-2.404,0.0018920898
-2.403,0.0038452148
-2.402,0.0028686523
-2.401,0.0038452148
-2.4,0.0057983398
-2.399,0.0038452148
-2.398,0.0067749023
-2.397,0.0018920898
-2.396,0.0077514648
-2.395,0.0048217773
-2.394,0.0057983398
-2.393,0.0067749023
-2.392,0.0077514648
-2.391,0.0067749023
-2.39,0.0048217773
-2.389,0.010681152
-2.388,0.0077514648
-2.387,0.010681152
-2.386,0.0097045898
-2.385,0.01361084
-2.384,0.0077514648
-2.383,0.011657715
-2.382,0.010681152
-2.381,0.010681152
-2.38,0.0087280273
-2.379,0.0087280273
-2.378,0.0097045898
-2.377,0.011657715
-2.376,0.012634277
-2.375,0.0087280273
-2.374,0.010681152
-2.373,0.0087280273
-2.372,0.011657715
-2.371,0.0087280273
-2.37,0.0087280273
-2.369,0.0097045898
-2.368,0.0097045898
-2.367,0.0087280273
-2.366,0.0087280273
-2.365,0.0077514648
-2.364,0.0077514648
-2.363,0.0097045898
-2.362,0.0087280273
-2.361,0.0057983398
-2.36,0.0077514648
-2.359,0.0067749023
-2.358,0.0057983398
-2.357,0.0038452148
-2.356,0.0028686523
-2.355,0.0028686523
-2.354,0.0048217773
-2.353,0.0048217773
-2.352,0.0048217773
-2.351,0.0038452148
-2.35,0.0028686523
-2.349,-0.0010375977
-2.348,0.0018920898
-2.347,0.0018920898
-2.346,0.0028686523
-2.345,0.0028686523
-2.344,0.00091552734
-2.343,0.00091552734
-2.342,-6.1035156E-5
-2.341,-0.0020141602
-2.34,-6.1035156E-5
-2.339,-0.0049438477
-2.338,-0.0020141602
-2.337,0.0018920898
-2.336,0.0018920898
-2.335,-6.1035156E-5
-2.334,0.00091552734
-2.333,-0.0020141602
-2.332,-0.0020141602
-2.331,-0.0029907227
-2.33,-0.0039672852
-2.329,-6.1035156E-5
-2.328,-0.0029907227
-2.327,-0.0029907227
-2.326,-0.0020141602
-2.325,-0.0029907227
-2.324,0.00091552734
-2.323,-6.1035156E-5
-2.322,-6.1035156E-5
-2.321,0.0018920898
-2.32,-0.0020141602
-2.319,-6.1035156E-5
-2.318,-0.0029907227
-2.317,0.00091552734
-2.316,-6.1035156E-5
-2.315,0.0048217773
-2.314,-0.0020141602
-2.313,0.00091552734
-2.312,-6.1035156E-5
-2.311,0.0018920898
-2.31,-0.0010375977
-2.309,-0.0020141602
-2.308,0.00091552734
-2.307,-0.0010375977
-2.306,0.0018920898
-2.305,0.0057983398
-2.304,0.0048217773
-2.303,0.0057983398
-2.302,0.0077514648
-2.301,0.0057983398
-2.3,0.0077514648
-2.299,0.0087280273
-2.298,0.0097045898
-2.297,0.011657715
-2.296,0.01361084
-2.295,0.0087280273
-2.294,0.0087280273
-2.293,0.0087280273
-2.292,0.010681152
-2.291,0.010681152
-2.29,0.0087280273
-2.289,0.010681152
-2.288,0.0087280273
-2.287,0.010681152
-2.286,0.0067749023
-2.285,0.0067749023
-2.284,0.011657715
-2.283,0.012634277
-2.282,0.011657715
-2.281,0.0097045898
-2.28,0.011657715
-2.279,0.012634277
-2.278,0.01361084
-2.277,0.011657715
-2.276,0.010681152
-2.275,0.0077514648
-2.274,0.0067749023
-2.273,0.0087280273
-2.272,0.0057983398
-2.271,0.0028686523
-2.27,0.0038452148
-2.269,0.0087280273
-2.268,0.0048217773
-2.267,0.0057983398
-2.266,0.0048217773
-2.265,0.0018920898
-2.264,0.0038452148
-2.263,0.0057983398
-2.262,0.0057983398
-2.261,0.0048217773
-2.26,0.0038452148
-2.259,0.0048217773
-2.258,0.0067749023
-2.257,-6.1035156E-5
-2.256,0.0057983398
-2.255,0.0018920898
-2.254,0.0057983398
-2.253,0.0028686523
-2.252,0.0028686523
-2.251,-0.0039672852
-2.25,-6.1035156E-5
-2.249,-6.1035156E-5
-2.248,0.0018920898
-2.247,-0.0010375977
-2.246,-6.1035156E-5
-2.245,0.00091552734
-2.244,-0.0010375977
-2.243,-0.0010375977
-2.242,0.0018920898
-2.241,-6.1035156E-5
-2.24,-0.0010375977
-2.239,-0.0010375977
-2.238,0.0018920898
-2.237,0.0028686523
-2.236,0.0018920898
-2.235,-0.0029907227
-2.234,-0.0010375977
-2.233,-0.0010375977
-2.232,-0.0010375977
-2.231,-6.1035156E-5
-2.23,-0.0020141602
-2.229,0.0028686523
-2.228,-0.0029907227
-2.227,-0.0020141602
-2.226,0.0018920898
-2.225,0.0018920898
-2.224,0.0057983398
-2.223,0.0067749023
-2.222,0.0038452148
-2.221,0.0028686523
-2.22,0.0028686523
-2.219,0.0077514648
